# Wavenumber/cm**-1  Wavelength/nm        FC               HT              FCHT
   0.37730000E+05   0.26504147E+03   0.29528807E-02   0.57483092E-02   0.87011899E-02
   0.37735000E+05   0.26500635E+03   0.29392953E-02   0.57408869E-02   0.86801822E-02
   0.37740000E+05   0.26497124E+03   0.29258008E-02   0.57330512E-02   0.86588521E-02
   0.37745000E+05   0.26493614E+03   0.29124001E-02   0.57248006E-02   0.86372006E-02
   0.37750000E+05   0.26490105E+03   0.28990960E-02   0.57161349E-02   0.86152309E-02
   0.37755000E+05   0.26486597E+03   0.28858914E-02   0.57070558E-02   0.85929473E-02
   0.37760000E+05   0.26483089E+03   0.28727895E-02   0.56975666E-02   0.85703560E-02
   0.37765000E+05   0.26479583E+03   0.28597932E-02   0.56876719E-02   0.85474650E-02
   0.37770000E+05   0.26476078E+03   0.28469057E-02   0.56773779E-02   0.85242836E-02
   0.37775000E+05   0.26472573E+03   0.28341301E-02   0.56666924E-02   0.85008225E-02
   0.37780000E+05   0.26469070E+03   0.28214697E-02   0.56556244E-02   0.84770942E-02
   0.37785000E+05   0.26465567E+03   0.28089277E-02   0.56441845E-02   0.84531122E-02
   0.37790000E+05   0.26462066E+03   0.27965071E-02   0.56323844E-02   0.84288915E-02
   0.37795000E+05   0.26458565E+03   0.27842113E-02   0.56202370E-02   0.84044482E-02
   0.37800000E+05   0.26455065E+03   0.27720432E-02   0.56077564E-02   0.83797997E-02
   0.37805000E+05   0.26451566E+03   0.27600060E-02   0.55949579E-02   0.83549640E-02
   0.37810000E+05   0.26448068E+03   0.27481028E-02   0.55818576E-02   0.83299603E-02
   0.37815000E+05   0.26444571E+03   0.27363364E-02   0.55684723E-02   0.83048087E-02
   0.37820000E+05   0.26441075E+03   0.27247097E-02   0.55548200E-02   0.82795297E-02
   0.37825000E+05   0.26437580E+03   0.27132256E-02   0.55409191E-02   0.82541447E-02
   0.37830000E+05   0.26434086E+03   0.27018866E-02   0.55267886E-02   0.82286752E-02
   0.37835000E+05   0.26430592E+03   0.26906954E-02   0.55124481E-02   0.82031435E-02
   0.37840000E+05   0.26427100E+03   0.26796544E-02   0.54979175E-02   0.81775720E-02
   0.37845000E+05   0.26423608E+03   0.26687660E-02   0.54832171E-02   0.81519832E-02
   0.37850000E+05   0.26420118E+03   0.26580324E-02   0.54683674E-02   0.81263998E-02
   0.37855000E+05   0.26416628E+03   0.26474556E-02   0.54533889E-02   0.81008445E-02
   0.37860000E+05   0.26413139E+03   0.26370376E-02   0.54383023E-02   0.80753400E-02
   0.37865000E+05   0.26409652E+03   0.26267803E-02   0.54231282E-02   0.80499085E-02
   0.37870000E+05   0.26406165E+03   0.26166853E-02   0.54078871E-02   0.80245723E-02
   0.37875000E+05   0.26402679E+03   0.26067542E-02   0.53925992E-02   0.79993533E-02
   0.37880000E+05   0.26399194E+03   0.25969883E-02   0.53772845E-02   0.79742729E-02
   0.37885000E+05   0.26395710E+03   0.25873891E-02   0.53619629E-02   0.79493520E-02
   0.37890000E+05   0.26392226E+03   0.25779576E-02   0.53466535E-02   0.79246112E-02
   0.37895000E+05   0.26388744E+03   0.25686949E-02   0.53313754E-02   0.79000703E-02
   0.37900000E+05   0.26385263E+03   0.25596019E-02   0.53161468E-02   0.78757487E-02
   0.37905000E+05   0.26381782E+03   0.25506794E-02   0.53009856E-02   0.78516650E-02
   0.37910000E+05   0.26378303E+03   0.25419280E-02   0.52859092E-02   0.78278372E-02
   0.37915000E+05   0.26374824E+03   0.25333482E-02   0.52709343E-02   0.78042824E-02
   0.37920000E+05   0.26371346E+03   0.25249404E-02   0.52560768E-02   0.77810172E-02
   0.37925000E+05   0.26367870E+03   0.25167049E-02   0.52413522E-02   0.77580571E-02
   0.37930000E+05   0.26364394E+03   0.25086418E-02   0.52267753E-02   0.77354171E-02
   0.37935000E+05   0.26360919E+03   0.25007512E-02   0.52123600E-02   0.77131112E-02
   0.37940000E+05   0.26357445E+03   0.24930329E-02   0.51981197E-02   0.76911526E-02
   0.37945000E+05   0.26353972E+03   0.24854867E-02   0.51840669E-02   0.76695537E-02
   0.37950000E+05   0.26350500E+03   0.24781122E-02   0.51702136E-02   0.76483258E-02
   0.37955000E+05   0.26347028E+03   0.24709090E-02   0.51565708E-02   0.76274798E-02
   0.37960000E+05   0.26343558E+03   0.24638762E-02   0.51431490E-02   0.76070252E-02
   0.37965000E+05   0.26340088E+03   0.24570133E-02   0.51299577E-02   0.75869710E-02
   0.37970000E+05   0.26336620E+03   0.24503191E-02   0.51170060E-02   0.75673251E-02
   0.37975000E+05   0.26333152E+03   0.24437928E-02   0.51043019E-02   0.75480947E-02
   0.37980000E+05   0.26329686E+03   0.24374329E-02   0.50918530E-02   0.75292859E-02
   0.37985000E+05   0.26326220E+03   0.24312381E-02   0.50796659E-02   0.75109041E-02
   0.37990000E+05   0.26322755E+03   0.24252070E-02   0.50677467E-02   0.74929537E-02
   0.37995000E+05   0.26319291E+03   0.24193377E-02   0.50561007E-02   0.74754383E-02
   0.38000000E+05   0.26315828E+03   0.24136283E-02   0.50447323E-02   0.74583606E-02
   0.38005000E+05   0.26312366E+03   0.24080768E-02   0.50336456E-02   0.74417224E-02
   0.38010000E+05   0.26308904E+03   0.24026810E-02   0.50228435E-02   0.74255246E-02
   0.38015000E+05   0.26305444E+03   0.23974385E-02   0.50123287E-02   0.74097671E-02
   0.38020000E+05   0.26301985E+03   0.23923465E-02   0.50021028E-02   0.73944493E-02
   0.38025000E+05   0.26298526E+03   0.23874023E-02   0.49921669E-02   0.73795693E-02
   0.38030000E+05   0.26295069E+03   0.23826030E-02   0.49825215E-02   0.73651245E-02
   0.38035000E+05   0.26291612E+03   0.23779451E-02   0.49731663E-02   0.73511114E-02
   0.38040000E+05   0.26288156E+03   0.23734255E-02   0.49641002E-02   0.73375257E-02
   0.38045000E+05   0.26284701E+03   0.23690403E-02   0.49553216E-02   0.73243618E-02
   0.38050000E+05   0.26281247E+03   0.23647857E-02   0.49468281E-02   0.73116138E-02
   0.38055000E+05   0.26277794E+03   0.23606577E-02   0.49386166E-02   0.72992743E-02
   0.38060000E+05   0.26274342E+03   0.23566519E-02   0.49306835E-02   0.72873353E-02
   0.38065000E+05   0.26270891E+03   0.23527637E-02   0.49230241E-02   0.72757878E-02
   0.38070000E+05   0.26267440E+03   0.23489884E-02   0.49156334E-02   0.72646218E-02
   0.38075000E+05   0.26263991E+03   0.23453209E-02   0.49085055E-02   0.72538264E-02
   0.38080000E+05   0.26260542E+03   0.23417560E-02   0.49016336E-02   0.72433896E-02
   0.38085000E+05   0.26257095E+03   0.23382881E-02   0.48950104E-02   0.72332985E-02
   0.38090000E+05   0.26253648E+03   0.23349113E-02   0.48886279E-02   0.72235392E-02
   0.38095000E+05   0.26250202E+03   0.23316198E-02   0.48824771E-02   0.72140968E-02
   0.38100000E+05   0.26246757E+03   0.23284070E-02   0.48765484E-02   0.72049554E-02
   0.38105000E+05   0.26243313E+03   0.23252665E-02   0.48708313E-02   0.71960978E-02
   0.38110000E+05   0.26239870E+03   0.23221915E-02   0.48653147E-02   0.71875062E-02
   0.38115000E+05   0.26236428E+03   0.23191749E-02   0.48599867E-02   0.71791615E-02
   0.38120000E+05   0.26232987E+03   0.23162093E-02   0.48548343E-02   0.71710436E-02
   0.38125000E+05   0.26229546E+03   0.23132872E-02   0.48498442E-02   0.71631314E-02
   0.38130000E+05   0.26226107E+03   0.23104008E-02   0.48450020E-02   0.71554028E-02
   0.38135000E+05   0.26222668E+03   0.23075421E-02   0.48402924E-02   0.71478345E-02
   0.38140000E+05   0.26219231E+03   0.23047028E-02   0.48356998E-02   0.71404026E-02
   0.38145000E+05   0.26215794E+03   0.23018746E-02   0.48312075E-02   0.71330820E-02
   0.38150000E+05   0.26212358E+03   0.22990487E-02   0.48267980E-02   0.71258467E-02
   0.38155000E+05   0.26208923E+03   0.22962166E-02   0.48224533E-02   0.71186699E-02
   0.38160000E+05   0.26205489E+03   0.22933692E-02   0.48181547E-02   0.71115239E-02
   0.38165000E+05   0.26202056E+03   0.22904976E-02   0.48138828E-02   0.71043804E-02
   0.38170000E+05   0.26198623E+03   0.22875928E-02   0.48096176E-02   0.70972104E-02
   0.38175000E+05   0.26195192E+03   0.22846456E-02   0.48053385E-02   0.70899841E-02
   0.38180000E+05   0.26191762E+03   0.22816469E-02   0.48010245E-02   0.70826714E-02
   0.38185000E+05   0.26188332E+03   0.22785876E-02   0.47966542E-02   0.70752417E-02
   0.38190000E+05   0.26184903E+03   0.22754586E-02   0.47922056E-02   0.70676643E-02
   0.38195000E+05   0.26181476E+03   0.22722511E-02   0.47876568E-02   0.70599080E-02
   0.38200000E+05   0.26178049E+03   0.22689562E-02   0.47829854E-02   0.70519417E-02
   0.38205000E+05   0.26174623E+03   0.22655654E-02   0.47781690E-02   0.70437344E-02
   0.38210000E+05   0.26171198E+03   0.22620702E-02   0.47731850E-02   0.70352552E-02
   0.38215000E+05   0.26167773E+03   0.22584626E-02   0.47680113E-02   0.70264738E-02
   0.38220000E+05   0.26164350E+03   0.22547347E-02   0.47626255E-02   0.70173602E-02
   0.38225000E+05   0.26160928E+03   0.22508791E-02   0.47570058E-02   0.70078849E-02
   0.38230000E+05   0.26157506E+03   0.22468889E-02   0.47511308E-02   0.69980197E-02
   0.38235000E+05   0.26154085E+03   0.22427573E-02   0.47449795E-02   0.69877368E-02
   0.38240000E+05   0.26150666E+03   0.22384783E-02   0.47385316E-02   0.69770099E-02
   0.38245000E+05   0.26147247E+03   0.22340463E-02   0.47317676E-02   0.69658139E-02
   0.38250000E+05   0.26143829E+03   0.22294562E-02   0.47246688E-02   0.69541250E-02
   0.38255000E+05   0.26140412E+03   0.22247036E-02   0.47172175E-02   0.69419211E-02
   0.38260000E+05   0.26136996E+03   0.22197845E-02   0.47093972E-02   0.69291817E-02
   0.38265000E+05   0.26133580E+03   0.22146957E-02   0.47011924E-02   0.69158881E-02
   0.38270000E+05   0.26130166E+03   0.22094346E-02   0.46925891E-02   0.69020238E-02
   0.38275000E+05   0.26126753E+03   0.22039993E-02   0.46835747E-02   0.68875740E-02
   0.38280000E+05   0.26123340E+03   0.21983883E-02   0.46741379E-02   0.68725262E-02
   0.38285000E+05   0.26119928E+03   0.21926012E-02   0.46642690E-02   0.68568703E-02
   0.38290000E+05   0.26116518E+03   0.21866379E-02   0.46539602E-02   0.68405981E-02
   0.38295000E+05   0.26113108E+03   0.21804992E-02   0.46432049E-02   0.68237041E-02
   0.38300000E+05   0.26109699E+03   0.21741864E-02   0.46319987E-02   0.68061850E-02
   0.38305000E+05   0.26106290E+03   0.21677014E-02   0.46203385E-02   0.67880399E-02
   0.38310000E+05   0.26102883E+03   0.21610469E-02   0.46082234E-02   0.67692703E-02
   0.38315000E+05   0.26099477E+03   0.21542260E-02   0.45956541E-02   0.67498801E-02
   0.38320000E+05   0.26096071E+03   0.21472425E-02   0.45826329E-02   0.67298754E-02
   0.38325000E+05   0.26092667E+03   0.21401007E-02   0.45691640E-02   0.67092647E-02
   0.38330000E+05   0.26089263E+03   0.21328054E-02   0.45552534E-02   0.66880588E-02
   0.38335000E+05   0.26085860E+03   0.21253618E-02   0.45409086E-02   0.66662703E-02
   0.38340000E+05   0.26082458E+03   0.21177755E-02   0.45261387E-02   0.66439142E-02
   0.38345000E+05   0.26079057E+03   0.21100526E-02   0.45109546E-02   0.66210072E-02
   0.38350000E+05   0.26075657E+03   0.21021995E-02   0.44953683E-02   0.65975678E-02
   0.38355000E+05   0.26072258E+03   0.20942228E-02   0.44793934E-02   0.65736162E-02
   0.38360000E+05   0.26068860E+03   0.20861294E-02   0.44630447E-02   0.65491741E-02
   0.38365000E+05   0.26065462E+03   0.20779265E-02   0.44463381E-02   0.65242646E-02
   0.38370000E+05   0.26062066E+03   0.20696214E-02   0.44292907E-02   0.64989121E-02
   0.38375000E+05   0.26058670E+03   0.20612214E-02   0.44119204E-02   0.64731418E-02
   0.38380000E+05   0.26055275E+03   0.20527341E-02   0.43942459E-02   0.64469801E-02
   0.38385000E+05   0.26051881E+03   0.20441670E-02   0.43762868E-02   0.64204539E-02
   0.38390000E+05   0.26048488E+03   0.20355277E-02   0.43580631E-02   0.63935908E-02
   0.38395000E+05   0.26045096E+03   0.20268235E-02   0.43395953E-02   0.63664188E-02
   0.38400000E+05   0.26041705E+03   0.20180620E-02   0.43209041E-02   0.63389661E-02
   0.38405000E+05   0.26038314E+03   0.20092505E-02   0.43020108E-02   0.63112613E-02
   0.38410000E+05   0.26034925E+03   0.20003962E-02   0.42829364E-02   0.62833326E-02
   0.38415000E+05   0.26031536E+03   0.19915062E-02   0.42637020E-02   0.62552082E-02
   0.38420000E+05   0.26028148E+03   0.19825874E-02   0.42443287E-02   0.62269161E-02
   0.38425000E+05   0.26024761E+03   0.19736464E-02   0.42248374E-02   0.61984838E-02
   0.38430000E+05   0.26021375E+03   0.19646898E-02   0.42052485E-02   0.61699382E-02
   0.38435000E+05   0.26017990E+03   0.19557237E-02   0.41855822E-02   0.61413059E-02
   0.38440000E+05   0.26014606E+03   0.19467543E-02   0.41658582E-02   0.61126125E-02
   0.38445000E+05   0.26011223E+03   0.19377873E-02   0.41460956E-02   0.60838829E-02
   0.38450000E+05   0.26007840E+03   0.19288282E-02   0.41263130E-02   0.60551412E-02
   0.38455000E+05   0.26004459E+03   0.19198822E-02   0.41065283E-02   0.60264104E-02
   0.38460000E+05   0.26001078E+03   0.19109542E-02   0.40867585E-02   0.59977128E-02
   0.38465000E+05   0.25997698E+03   0.19020491E-02   0.40670203E-02   0.59690694E-02
   0.38470000E+05   0.25994319E+03   0.18931711E-02   0.40473292E-02   0.59405003E-02
   0.38475000E+05   0.25990941E+03   0.18843245E-02   0.40277001E-02   0.59120245E-02
   0.38480000E+05   0.25987564E+03   0.18755130E-02   0.40081469E-02   0.58836599E-02
   0.38485000E+05   0.25984188E+03   0.18667403E-02   0.39886829E-02   0.58554232E-02
   0.38490000E+05   0.25980812E+03   0.18580096E-02   0.39693204E-02   0.58273300E-02
   0.38495000E+05   0.25977438E+03   0.18493241E-02   0.39500708E-02   0.57993949E-02
   0.38500000E+05   0.25974064E+03   0.18406865E-02   0.39309446E-02   0.57716311E-02
   0.38505000E+05   0.25970691E+03   0.18320992E-02   0.39119517E-02   0.57440509E-02
   0.38510000E+05   0.25967319E+03   0.18235647E-02   0.38931008E-02   0.57166655E-02
   0.38515000E+05   0.25963948E+03   0.18150849E-02   0.38744000E-02   0.56894849E-02
   0.38520000E+05   0.25960578E+03   0.18066616E-02   0.38558566E-02   0.56625182E-02
   0.38525000E+05   0.25957208E+03   0.17982964E-02   0.38374768E-02   0.56357732E-02
   0.38530000E+05   0.25953840E+03   0.17899907E-02   0.38192665E-02   0.56092571E-02
   0.38535000E+05   0.25950472E+03   0.17817456E-02   0.38012303E-02   0.55829758E-02
   0.38540000E+05   0.25947106E+03   0.17735620E-02   0.37833725E-02   0.55569345E-02
   0.38545000E+05   0.25943740E+03   0.17654407E-02   0.37656965E-02   0.55311372E-02
   0.38550000E+05   0.25940375E+03   0.17573824E-02   0.37482051E-02   0.55055875E-02
   0.38555000E+05   0.25937011E+03   0.17493873E-02   0.37309004E-02   0.54802877E-02
   0.38560000E+05   0.25933648E+03   0.17414558E-02   0.37137840E-02   0.54552398E-02
   0.38565000E+05   0.25930285E+03   0.17335879E-02   0.36968568E-02   0.54304447E-02
   0.38570000E+05   0.25926924E+03   0.17257836E-02   0.36801192E-02   0.54059028E-02
   0.38575000E+05   0.25923563E+03   0.17180427E-02   0.36635711E-02   0.53816138E-02
   0.38580000E+05   0.25920204E+03   0.17103650E-02   0.36472119E-02   0.53575770E-02
   0.38585000E+05   0.25916845E+03   0.17027500E-02   0.36310407E-02   0.53337907E-02
   0.38590000E+05   0.25913487E+03   0.16951972E-02   0.36150560E-02   0.53102532E-02
   0.38595000E+05   0.25910130E+03   0.16877060E-02   0.35992560E-02   0.52869621E-02
   0.38600000E+05   0.25906774E+03   0.16802757E-02   0.35836386E-02   0.52639143E-02
   0.38605000E+05   0.25903418E+03   0.16729056E-02   0.35682013E-02   0.52411068E-02
   0.38610000E+05   0.25900064E+03   0.16655947E-02   0.35529413E-02   0.52185360E-02
   0.38615000E+05   0.25896710E+03   0.16583422E-02   0.35378555E-02   0.51961978E-02
   0.38620000E+05   0.25893357E+03   0.16511471E-02   0.35229409E-02   0.51740880E-02
   0.38625000E+05   0.25890005E+03   0.16440083E-02   0.35081938E-02   0.51522021E-02
   0.38630000E+05   0.25886654E+03   0.16369247E-02   0.34936105E-02   0.51305353E-02
   0.38635000E+05   0.25883304E+03   0.16298953E-02   0.34791873E-02   0.51090826E-02
   0.38640000E+05   0.25879955E+03   0.16229188E-02   0.34649201E-02   0.50878389E-02
   0.38645000E+05   0.25876606E+03   0.16159939E-02   0.34508047E-02   0.50667986E-02
   0.38650000E+05   0.25873259E+03   0.16091194E-02   0.34368369E-02   0.50459563E-02
   0.38655000E+05   0.25869912E+03   0.16022940E-02   0.34230121E-02   0.50253061E-02
   0.38660000E+05   0.25866566E+03   0.15955163E-02   0.34093260E-02   0.50048422E-02
   0.38665000E+05   0.25863221E+03   0.15887849E-02   0.33957738E-02   0.49845586E-02
   0.38670000E+05   0.25859877E+03   0.15820983E-02   0.33823508E-02   0.49644491E-02
   0.38675000E+05   0.25856534E+03   0.15754551E-02   0.33690522E-02   0.49445073E-02
   0.38680000E+05   0.25853192E+03   0.15688538E-02   0.33558732E-02   0.49247270E-02
   0.38685000E+05   0.25849850E+03   0.15622928E-02   0.33428086E-02   0.49051014E-02
   0.38690000E+05   0.25846510E+03   0.15557705E-02   0.33298536E-02   0.48856241E-02
   0.38695000E+05   0.25843170E+03   0.15492854E-02   0.33170030E-02   0.48662883E-02
   0.38700000E+05   0.25839831E+03   0.15428357E-02   0.33042515E-02   0.48470872E-02
   0.38705000E+05   0.25836493E+03   0.15364198E-02   0.32915941E-02   0.48280139E-02
   0.38710000E+05   0.25833156E+03   0.15300361E-02   0.32790252E-02   0.48090613E-02
   0.38715000E+05   0.25829819E+03   0.15236828E-02   0.32665397E-02   0.47902225E-02
   0.38720000E+05   0.25826484E+03   0.15173581E-02   0.32541322E-02   0.47714903E-02
   0.38725000E+05   0.25823149E+03   0.15110605E-02   0.32417971E-02   0.47528577E-02
   0.38730000E+05   0.25819816E+03   0.15047882E-02   0.32295292E-02   0.47343174E-02
   0.38735000E+05   0.25816483E+03   0.14985394E-02   0.32173230E-02   0.47158624E-02
   0.38740000E+05   0.25813151E+03   0.14923125E-02   0.32051729E-02   0.46974854E-02
   0.38745000E+05   0.25809820E+03   0.14861057E-02   0.31930738E-02   0.46791795E-02
   0.38750000E+05   0.25806489E+03   0.14799175E-02   0.31810201E-02   0.46609376E-02
   0.38755000E+05   0.25803160E+03   0.14737463E-02   0.31690066E-02   0.46427529E-02
   0.38760000E+05   0.25799831E+03   0.14675904E-02   0.31570280E-02   0.46246184E-02
   0.38765000E+05   0.25796503E+03   0.14614485E-02   0.31450792E-02   0.46065277E-02
   0.38770000E+05   0.25793177E+03   0.14553191E-02   0.31331553E-02   0.45884744E-02
   0.38775000E+05   0.25789851E+03   0.14492007E-02   0.31212513E-02   0.45704521E-02
   0.38780000E+05   0.25786525E+03   0.14430923E-02   0.31093627E-02   0.45524550E-02
   0.38785000E+05   0.25783201E+03   0.14369926E-02   0.30974849E-02   0.45344775E-02
   0.38790000E+05   0.25779878E+03   0.14309006E-02   0.30856137E-02   0.45165143E-02
   0.38795000E+05   0.25776555E+03   0.14248152E-02   0.30737451E-02   0.44985604E-02
   0.38800000E+05   0.25773233E+03   0.14187358E-02   0.30618755E-02   0.44806112E-02
   0.38805000E+05   0.25769913E+03   0.14126615E-02   0.30500013E-02   0.44626628E-02
   0.38810000E+05   0.25766593E+03   0.14065918E-02   0.30381195E-02   0.44447113E-02
   0.38815000E+05   0.25763273E+03   0.14005262E-02   0.30262274E-02   0.44267536E-02
   0.38820000E+05   0.25759955E+03   0.13944645E-02   0.30143227E-02   0.44087871E-02
   0.38825000E+05   0.25756638E+03   0.13884063E-02   0.30024033E-02   0.43908096E-02
   0.38830000E+05   0.25753321E+03   0.13823517E-02   0.29904676E-02   0.43728193E-02
   0.38835000E+05   0.25750005E+03   0.13763007E-02   0.29785147E-02   0.43548154E-02
   0.38840000E+05   0.25746690E+03   0.13702536E-02   0.29665436E-02   0.43367972E-02
   0.38845000E+05   0.25743376E+03   0.13642107E-02   0.29545540E-02   0.43187648E-02
   0.38850000E+05   0.25740063E+03   0.13581724E-02   0.29425463E-02   0.43007187E-02
   0.38855000E+05   0.25736751E+03   0.13521394E-02   0.29305208E-02   0.42826601E-02
   0.38860000E+05   0.25733439E+03   0.13461122E-02   0.29184785E-02   0.42645908E-02
   0.38865000E+05   0.25730129E+03   0.13400918E-02   0.29064210E-02   0.42465128E-02
   0.38870000E+05   0.25726819E+03   0.13340789E-02   0.28943501E-02   0.42284290E-02
   0.38875000E+05   0.25723510E+03   0.13280746E-02   0.28822679E-02   0.42103425E-02
   0.38880000E+05   0.25720202E+03   0.13220799E-02   0.28701771E-02   0.41922570E-02
   0.38885000E+05   0.25716895E+03   0.13160959E-02   0.28580807E-02   0.41741766E-02
   0.38890000E+05   0.25713589E+03   0.13101238E-02   0.28459819E-02   0.41561058E-02
   0.38895000E+05   0.25710283E+03   0.13041649E-02   0.28338845E-02   0.41380495E-02
   0.38900000E+05   0.25706978E+03   0.12982204E-02   0.28217924E-02   0.41200128E-02
   0.38905000E+05   0.25703675E+03   0.12922916E-02   0.28097097E-02   0.41020013E-02
   0.38910000E+05   0.25700372E+03   0.12863799E-02   0.27976408E-02   0.40840207E-02
   0.38915000E+05   0.25697069E+03   0.12804865E-02   0.27855904E-02   0.40660769E-02
   0.38920000E+05   0.25693768E+03   0.12746127E-02   0.27735633E-02   0.40481761E-02
   0.38925000E+05   0.25690468E+03   0.12687600E-02   0.27615645E-02   0.40303244E-02
   0.38930000E+05   0.25687168E+03   0.12629295E-02   0.27495988E-02   0.40125284E-02
   0.38935000E+05   0.25683869E+03   0.12571227E-02   0.27376716E-02   0.39947943E-02
   0.38940000E+05   0.25680572E+03   0.12513406E-02   0.27257879E-02   0.39771285E-02
   0.38945000E+05   0.25677275E+03   0.12455846E-02   0.27139529E-02   0.39595375E-02
   0.38950000E+05   0.25673978E+03   0.12398558E-02   0.27021717E-02   0.39420276E-02
   0.38955000E+05   0.25670683E+03   0.12341553E-02   0.26904496E-02   0.39246049E-02
   0.38960000E+05   0.25667389E+03   0.12284842E-02   0.26787915E-02   0.39072757E-02
   0.38965000E+05   0.25664095E+03   0.12228434E-02   0.26672025E-02   0.38900459E-02
   0.38970000E+05   0.25660802E+03   0.12172340E-02   0.26556874E-02   0.38729213E-02
   0.38975000E+05   0.25657510E+03   0.12116567E-02   0.26442508E-02   0.38559075E-02
   0.38980000E+05   0.25654219E+03   0.12061125E-02   0.26328974E-02   0.38390099E-02
   0.38985000E+05   0.25650929E+03   0.12006019E-02   0.26216316E-02   0.38222336E-02
   0.38990000E+05   0.25647639E+03   0.11951258E-02   0.26104575E-02   0.38055834E-02
   0.38995000E+05   0.25644351E+03   0.11896847E-02   0.25993792E-02   0.37890639E-02
   0.39000000E+05   0.25641063E+03   0.11842792E-02   0.25884004E-02   0.37726796E-02
   0.39005000E+05   0.25637776E+03   0.11789096E-02   0.25775247E-02   0.37564343E-02
   0.39010000E+05   0.25634490E+03   0.11735763E-02   0.25667554E-02   0.37403318E-02
   0.39015000E+05   0.25631205E+03   0.11682798E-02   0.25560956E-02   0.37243754E-02
   0.39020000E+05   0.25627920E+03   0.11630201E-02   0.25455481E-02   0.37085682E-02
   0.39025000E+05   0.25624637E+03   0.11577976E-02   0.25351154E-02   0.36929130E-02
   0.39030000E+05   0.25621354E+03   0.11526122E-02   0.25247999E-02   0.36774121E-02
   0.39035000E+05   0.25618072E+03   0.11474640E-02   0.25146035E-02   0.36620676E-02
   0.39040000E+05   0.25614791E+03   0.11423530E-02   0.25045282E-02   0.36468812E-02
   0.39045000E+05   0.25611511E+03   0.11372791E-02   0.24945752E-02   0.36318543E-02
   0.39050000E+05   0.25608232E+03   0.11322421E-02   0.24847460E-02   0.36169881E-02
   0.39055000E+05   0.25604953E+03   0.11272418E-02   0.24750414E-02   0.36022832E-02
   0.39060000E+05   0.25601676E+03   0.11222780E-02   0.24654621E-02   0.35877401E-02
   0.39065000E+05   0.25598399E+03   0.11173502E-02   0.24560086E-02   0.35733588E-02
   0.39070000E+05   0.25595123E+03   0.11124581E-02   0.24466810E-02   0.35591391E-02
   0.39075000E+05   0.25591848E+03   0.11076014E-02   0.24374792E-02   0.35450806E-02
   0.39080000E+05   0.25588574E+03   0.11027795E-02   0.24284030E-02   0.35311825E-02
   0.39085000E+05   0.25585300E+03   0.10979919E-02   0.24194516E-02   0.35174435E-02
   0.39090000E+05   0.25582028E+03   0.10932381E-02   0.24106243E-02   0.35038624E-02
   0.39095000E+05   0.25578756E+03   0.10885175E-02   0.24019200E-02   0.34904375E-02
   0.39100000E+05   0.25575485E+03   0.10838295E-02   0.23933374E-02   0.34771669E-02
   0.39105000E+05   0.25572215E+03   0.10791735E-02   0.23848751E-02   0.34640485E-02
   0.39110000E+05   0.25568945E+03   0.10745488E-02   0.23765311E-02   0.34510799E-02
   0.39115000E+05   0.25565677E+03   0.10699547E-02   0.23683037E-02   0.34382585E-02
   0.39120000E+05   0.25562409E+03   0.10653907E-02   0.23601907E-02   0.34255814E-02
   0.39125000E+05   0.25559143E+03   0.10608559E-02   0.23521899E-02   0.34130458E-02
   0.39130000E+05   0.25555877E+03   0.10563498E-02   0.23442986E-02   0.34006484E-02
   0.39135000E+05   0.25552612E+03   0.10518716E-02   0.23365144E-02   0.33883860E-02
   0.39140000E+05   0.25549347E+03   0.10474206E-02   0.23288343E-02   0.33762549E-02
   0.39145000E+05   0.25546084E+03   0.10429962E-02   0.23212555E-02   0.33642517E-02
   0.39150000E+05   0.25542821E+03   0.10385977E-02   0.23137748E-02   0.33523725E-02
   0.39155000E+05   0.25539560E+03   0.10342244E-02   0.23063892E-02   0.33406136E-02
   0.39160000E+05   0.25536299E+03   0.10298757E-02   0.22990952E-02   0.33289710E-02
   0.39165000E+05   0.25533039E+03   0.10255510E-02   0.22918895E-02   0.33174405E-02
   0.39170000E+05   0.25529779E+03   0.10212497E-02   0.22847686E-02   0.33060183E-02
   0.39175000E+05   0.25526521E+03   0.10169712E-02   0.22777288E-02   0.32947000E-02
   0.39180000E+05   0.25523263E+03   0.10127148E-02   0.22707666E-02   0.32834814E-02
   0.39185000E+05   0.25520007E+03   0.10084802E-02   0.22638782E-02   0.32723584E-02
   0.39190000E+05   0.25516751E+03   0.10042668E-02   0.22570598E-02   0.32613266E-02
   0.39195000E+05   0.25513496E+03   0.10000741E-02   0.22503076E-02   0.32503817E-02
   0.39200000E+05   0.25510241E+03   0.99590160E-03   0.22436178E-02   0.32395194E-02
   0.39205000E+05   0.25506988E+03   0.99174893E-03   0.22369864E-02   0.32287353E-02
   0.39210000E+05   0.25503735E+03   0.98761567E-03   0.22304095E-02   0.32180252E-02
   0.39215000E+05   0.25500483E+03   0.98350143E-03   0.22238833E-02   0.32073847E-02
   0.39220000E+05   0.25497232E+03   0.97940584E-03   0.22174036E-02   0.31968095E-02
   0.39225000E+05   0.25493982E+03   0.97532859E-03   0.22109667E-02   0.31862953E-02
   0.39230000E+05   0.25490733E+03   0.97126936E-03   0.22045686E-02   0.31758379E-02
   0.39235000E+05   0.25487485E+03   0.96722786E-03   0.21982053E-02   0.31654331E-02
   0.39240000E+05   0.25484237E+03   0.96320383E-03   0.21918729E-02   0.31550767E-02
